Year,Month,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2,LibIsland
1970,11,22520,225.933333333333,329.1,393.066666666667,286,1655,2663.16666666667,25409.1,78.3666666666667,1481.93333333333,470.366666666667,0,2030.66666666667,1730,4468.13333333333,0,-2738.13333333333,5104.16666666667,7516.6,18408.4333333333,26116.5666666667,0.081,-1.16666666666667,24593.2333333333,-4.26666666666667,69.9763333333333,0
1970,12,63970.9677419355,10982.8387096774,1432.29032258065,971.161290322581,1675,5043.87096774194,9122.32258064516,84076.1290322581,62.9032258064516,1843.96774193548,7.70967741935484,0,1914.58064516129,2080.64516129032,5288.03225806452,0,-3207.38709677419,9336.74193548387,18629.2258064516,66515.1290322581,85368.935483871,0.0232258064516129,-1.54838709677419,81242.9032258065,-5.38709677419355,57.8716129032258,0
1971,1,52322.5806451613,6627.54838709677,729,750.516129032258,699,5203.54838709677,7382.06451612903,66332.1935483871,63.4516129032258,1780,23.6129032258065,0,1867.06451612903,1209.67741935484,934.322580645161,0,275.354838709677,7787.48387096774,13123.5483870968,51085.4516129032,64189.7741935484,0.03,3.41935483870968,62861.5806451613,-2.32258064516129,55.6141935483871,0
1971,2,31196.4285714286,834.5,467.464285714286,830.071428571429,72,4391.42857142857,5760.96428571429,37791.8928571429,65.1071428571429,777.178571428571,2312.25,0,3154.53571428571,880.357142857143,438.607142857143,0,441.75,6639.21428571429,8958.28571428571,25267.9642857143,34195.6071428571,0.0932142857142857,10.6428571428571,34615.5714285714,1.92857142857143,57.8985714285714,0
1971,3,30480.6451612903,1269.35483870968,945.516129032258,495.516129032258,325,2589.35483870968,4355.38709677419,36105.3870967742,71.1935483870968,845.677419354839,3804.51612903226,0,4721.38709677419,1309.67741935484,1974.64516129032,0,-664.967741935484,6382.22580645161,6448.48387096774,25554.0322580645,32048.9677419355,0.156451612903226,15.1290322580645,33795.7096774194,8.32258064516129,64.8261290322581,0
1971,4,38270,850.833333333333,891.966666666667,271.433333333333,118,1961.33333333333,3242.73333333333,42363.5666666667,79.5,1023.1,3339,0,4441.6,1880,930.333333333333,0,949.666666666667,6177.33333333333,4361.16666666667,32677.6,36972.3,0.107333333333333,13.5333333333333,40402.2333333333,9.16666666666667,61.102,0
1971,5,29190.3225806452,588.903225806452,648.935483870968,198.741935483871,65,1832.58064516129,2745.25806451613,32524.4838709677,97.1612903225806,842.58064516129,3609.35483870968,0,4549.09677419355,2433.87096774194,864.322580645161,0,1569.54838709677,7857.83870967742,5033.74193548387,21481.9032258065,26405.8387096774,0.139354838709677,19,30691.9032258065,14.0967741935484,64.2667741935484,0
1971,6,27550,184.4,249.466666666667,322.3,67,2322,2960.76666666667,30695.1666666667,141.5,1186.33333333333,4440,0,5767.83333333333,3746.66666666667,37.2,0,3709.46666666667,10161.7333333333,4943.46666666667,16534.0333333333,21217.8666666667,0.189,31.6,28373.1666666667,26.0666666666667,66.2376666666667,0
1971,7,20980.6451612903,14.258064516129,33.8709677419355,370.935483870968,49,1065.87096774194,1519.67741935484,22514.5806451613,165.064516129032,1780.96774193548,4562.90322580645,0,6508.93548387097,4351.61290322581,0,0,4351.61290322581,8236.83870967742,419.032258064516,11539.6129032258,11654.064516129,0.283548387096774,48.5806451612903,21448.7096774194,46.0322580645161,71.5354838709677,0
1971,8,22464.5161290323,4.54838709677419,0,48.0645161290323,65,891.709677419355,1004.77419354839,23473.8387096774,180.161290322581,2148.38709677419,4371.93548387097,0,6700.48387096774,3785.48387096774,0,0,3785.48387096774,8671.64516129032,515.322580645161,12737.4838709677,12987.8709677419,0.281290322580645,45.3870967741936,22582.1290322581,43.3225806451613,74.7032258064516,0
1971,9,24393.3333333333,35.7,0,516.266666666667,151,1095.5,1762.76666666667,26191.8,127.5,999.9,2779.33333333333,0,3906.73333333333,2631.66666666667,6.2,0,2625.46666666667,9236.86666666667,5386.26666666667,14457.0333333333,19659.6,0.144666666666667,25,25096.3,21.5333333333333,70.5313333333333,0
1971,10,16070.9677419355,8.32258064516129,2.64516129032258,910.451612903226,65,2252.58064516129,3230.67741935484,19309.9677419355,118.193548387097,836.258064516129,2857.74193548387,0,3812.1935483871,1864.51612903226,324.161290322581,0,1540.35483870968,6798.41935483871,5215.61290322581,8849.54838709677,13957.4193548387,0.19258064516129,27.9032258064516,17097.1935483871,18.2903225806452,71.058064516129,0
1971,11,15853.3333333333,15.7666666666667,37.8333333333333,279.766666666667,0,1646.33333333333,1963.93333333333,17833.0333333333,84.9333333333333,640.3,2321.66666666667,0,3046.9,1730,686.466666666667,0,1043.53333333333,6734.53333333333,4973.3,8842.36666666667,13742.6,0.168333333333333,23.0666666666667,16186.7,15.2666666666667,73.1473333333333,0
1971,12,21758.064516129,56.4516129032258,436.322580645161,94.741935483871,406,2398.38709677419,3335.45161290323,25149.9677419355,91.5806451612903,400.838709677419,1942.83870967742,0,2435.25806451613,2080.64516129032,3333.12903225806,0,-1252.48387096774,7600.48387096774,9314.74193548387,14564.6774193548,23967.1935483871,0.0990322580645161,7.54838709677419,23341.2903225806,0.193548387096774,70.2209677419355,0
1972,1,20000,115,239.870967741935,263.645161290323,114,3116.77419354839,3734.29032258065,23849.2903225806,66.2903225806452,514.709677419355,1034,0,1615,1209.67741935484,314.161290322581,0,895.516129032258,7538.83870967742,9076.16129032258,12325.3548387097,21338.7741935484,0.0645161290322581,10.8064516129032,21552.5806451613,1.16129032258065,67.3748387096774,0
1972,2,22117.2413793103,142.793103448276,537.241379310345,65,295,2701.37931034483,3598.62068965517,25858.6551724138,70.1379310344828,407.206896551724,3253.44827586207,0,3730.79310344828,882.758620689655,722.965517241379,0,159.793103448276,8569.96551724138,8333.93103448276,13645.3448275862,21968.0689655172,0.147586206896552,16.1379310344828,23506.9310344828,7.41379310344828,67.3506896551724,0
1972,3,23896.7741935484,96.0645161290323,535.193548387097,46.8387096774194,81,1379.67741935484,2042.70967741935,26035.5483870968,94,2634.38709677419,3904.1935483871,0,6632.58064516129,1309.67741935484,34,0,1275.67741935484,6962.45161290323,1543.41935483871,16673.1935483871,18127.2903225806,0.270645161290323,32.8387096774194,24655.8709677419,28.9032258064516,68.3358064516129,0
1972,4,13120,5.66666666666667,579.433333333333,46.4,101,1036.8,1763.63333333333,14889.3,160.566666666667,2668.06666666667,3527.33333333333,0,6355.96666666667,1880,888.666666666667,0,991.333333333333,5933.7,697.1,6914.36666666667,7542.03333333333,0.429666666666667,51.5666666666667,13852.5,47.8666666666667,76.3086666666666,0
1972,5,12848.3870967742,7.7741935483871,283.774193548387,45.5806451612903,49,744.387096774194,1122.74193548387,13978.9032258065,213.129032258065,2216.29032258065,4065.48387096774,0,6494.90322580645,2433.87096774194,90,0,2343.87096774194,5854.12903225806,-1041.58064516129,6345.70967741936,5140.12903225806,0.454193548387097,63.9032258064516,13234.5161290323,61.9032258064516,83.0229032258064,0
1972,6,13836.6666666667,16.8,38.3333333333333,44.1666666666667,50,586.966666666667,719.466666666667,14572.9333333333,228.933333333333,1802.06666666667,3319.06666666667,0,5350.06666666667,3746.66666666667,175.666666666667,2760.66666666667,6331.66666666667,6143.63333333333,-3568.86666666667,6709.93333333333,2891.2,0.362666666666667,81.9333333333333,13985.9666666667,81.2,86.477,0
1972,7,15000,1.90322580645161,0,48.4838709677419,32,481.225806451613,561.709677419355,15563.6129032258,181.129032258065,665.096774193548,4227.74193548387,0,5073.96774193548,4351.61290322581,0,-72.5806451612903,4279.03225806452,6484.51612903226,-783.774193548387,7298.93548387097,6210.61290322581,0.316451612903226,60.3548387096774,15082.3870967742,59.1612903225806,83.31,0
1972,8,15658.064516129,15.0967741935484,1.12903225806452,45.4516129032258,65,543.032258064516,654.612903225806,16327.7741935484,214.838709677419,2363.54838709677,4390.64516129032,0,6969.03225806452,3785.48387096774,0,-913.709677419355,2871.77419354839,6677.35483870968,-1183.93548387097,7935.87096774194,6487,0.413870967741935,60.3548387096774,15784.7419354839,59.0645161290323,82.7438709677419,0
1972,9,16816.6666666667,7.2,0,54.8,118,1563.36666666667,1736.16666666667,18560.0333333333,193.833333333333,2879.43333333333,3936.66666666667,0,7009.93333333333,2631.66666666667,653.333333333333,-904.3,1074.03333333333,7016.86666666667,1361.46666666667,9253.06666666667,10476.0666666667,0.369333333333333,44.0333333333333,16996.6666666667,38.5,79.3703333333333,0
1972,10,16077.4193548387,9.93548387096774,11.1935483870968,92.3225806451613,49,1991.61290322581,2144.12903225806,18231.4838709677,112.290322580645,2915.03225806452,3368.06451612903,0,6395.38709677419,1864.51612903226,1398.22580645161,-565.41935483871,-99.1290322580645,6800.16129032258,2811.35483870968,9156.61290322581,11935.2258064516,0.344838709677419,34.6451612903226,16239.8709677419,26.7741935483871,75.5661290322581,0
1972,11,23203.3333333333,640.166666666667,103.666666666667,76.0333333333333,101,2216.33333333333,2497.03333333333,26340.5333333333,75.1666666666667,3471.53333333333,0,0,3546.7,1730,4641.66666666667,-238,-3149.66666666667,6430.73333333333,7511.5,18228.0666666667,25943.5,0.149666666666667,2.9,24884.8,-2.26666666666667,70.9096666666667,0
1972,12,27422.5806451613,468.451612903226,236.612903225806,153.41935483871,81,2501.93548387097,2972.96774193548,30864,67.258064516129,3383.29032258065,0.451612903225806,0,3451,2080.64516129032,1780.8064516129,-20,279.838709677419,7115.1935483871,6462.29032258064,20691.935483871,27133.1612903226,0.118064516129032,13.8064516129032,28559.1290322581,6.25806451612903,66.8396774193548,0
1973,1,60132.2580645161,30169.7741935484,2436.22580645161,1175.58064516129,2472,4059.03225806452,10142.8387096774,100444.870967742,62.9032258064516,1427.51612903226,1471.51612903226,0,2961.93548387097,1209.67741935484,5412.32258064516,0,-4202.64516129032,8826.09677419355,18738.6129032258,82652.5806451613,101685.580645161,0.0351612903225807,0.645161290322581,98399.064516129,-2.06451612903226,58.8548387096774,0
1973,2,65257.1428571429,20132.1785714286,2208.25,1233.32142857143,4086,7988.21428571429,15515.7857142857,100905.107142857,64,482.785714285714,630.928571428571,0,1177.71428571429,880.357142857143,3318.03571428571,0,-2437.67857142857,9507.75,25430.25,76564.1785714286,102165.071428571,0.0121428571428571,-0.714285714285714,96078.4642857143,-6.10714285714286,50.93,0
1973,3,51641.935483871,12122.064516129,1743.87096774194,846.193548387097,2016,7610.96774193548,12217.0322580645,75981.0322580645,66.4193548387097,574.677419354839,640.774193548387,0,1281.87096774194,1309.67741935484,3517.45161290323,0,-2207.77419354839,7696.90322580645,20067.1935483871,56685.2903225806,76907,0.0154838709677419,-0.67741935483871,71365.0967741935,-8.48387096774194,51.1767741935484,0
1973,4,20670,667.666666666667,991.8,347.133333333333,235,4203.33333333333,5777.26666666667,27114.9333333333,83.6666666666667,795.266666666667,2472.76666666667,0,3351.7,1880,308.066666666667,0,1571.93333333333,7514.9,8918.76666666667,13382.6666666667,22191.3333333333,0.135,20.1666666666667,23828.1666666667,9.2,60.848,0
1973,5,16416.1290322581,89.0967741935484,698.935483870968,348.387096774194,114,2936.77419354839,4098.09677419355,20603.3225806452,190.096774193548,1833.16129032258,4477.41935483871,0,6500.67741935484,2433.87096774194,30,0,2403.87096774194,6636.51612903226,2671.38709677419,9195.61290322581,11698.7741935484,0.310967741935484,43.9677419354839,17666.5483870968,34.7096774193548,71.9438709677419,0
